ID,PW,PH(V),PH(V)/PW,PH,PH/PW,SA,SA/PH(V)*PW,IFD,SFD,G_g,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,LD1,LD2,LD3,LD4,LD5,LD6,Wf(g),Wd(g),WC,,Wf-Wd,Wd/Wf
W281,960,736,0.766666667,1078.321,1.123251042,158065,0.223710654,1.755,1.457,14.52119346,0.329,0.193,0.123,0.078,0.054,0.04,0.035,0.03,0.03,0.025,0.024,0.039,0.078,0.388,0.23,0.124,0.079,0.101,74.36000001,12.65,0.829881657,,4.440000002,0.185321101
W282,893,573,0.641657335,727.761,0.814961926,173982.167,0.340015453,1.839,1.479,14.6329526,0.235,0.141,0.103,0.078,0.061,0.048,0.041,0.04,0.041,0.043,0.056,0.113,0.066,0.276,0.195,0.127,0.091,0.245,69.03000002,11.97000001,0.826597132,,51.99000001,0.171342047
W284,659,627,0.951441578,741.563,1.125285281,93337.333,0.225892822,1.767,1.39,14.09027873,0.286,0.152,0.106,0.088,0.069,0.061,0.057,0.058,0.046,0.037,0.023,0.016,0.073,0.309,0.214,0.174,0.128,0.101,39.32999998,7.170000003,0.817696415,,79.35000002,0.172230336
W285,465,565,1.215053763,711.552,1.530219355,22071.833,0.084011164,1.56,1.192,13.04431246,0.428,0.166,0.102,0.087,0.073,0.052,0.036,0.02,0.007,0.003,0.002,0.024,0.115,0.392,0.262,0.174,0.044,0.013,5.029999999,1.01,0.799204771,,61.71000001,0.170118343
W286,860,855,0.994186047,927.214,1.078155814,165592.083,0.225203431,1.823,1.464,14.58284066,0.277,0.134,0.081,0.066,0.057,0.05,0.045,0.045,0.047,0.046,0.057,0.096,0.071,0.272,0.182,0.131,0.107,0.237,85.02999997,16.71000001,0.803481124,,57.06000001,0.173402868
W288,899,694,0.771968854,989.214,1.100349277,74346.75,0.119163384,1.672,1.355,13.9659599,0.41,0.175,0.108,0.077,0.059,0.048,0.038,0.027,0.02,0.013,0.009,0.018,0.102,0.425,0.214,0.139,0.074,0.046,37.78,6.41,0.83033351,,32.15999998,0.182303585
W289,791,735,0.92920354,783.321,0.990292035,115443.667,0.198566642,1.807,1.41,14.27021383,0.286,0.133,0.095,0.074,0.062,0.057,0.048,0.041,0.037,0.044,0.056,0.069,0.076,0.306,0.168,0.124,0.116,0.21,53.85000002,11.33,0.789600743,,4.019999999,0.200795229
W290,895,707,0.789944134,817.802,0.913745251,133993.25,0.211758315,1.819,1.433,14.35298965,0.288,0.137,0.085,0.065,0.058,0.052,0.046,0.043,0.049,0.052,0.061,0.064,0.073,0.266,0.196,0.139,0.105,0.222,64.99000001,13.58,0.791044776,,68.31999996,0.196518876
W291,627,635,1.012759171,654,1.043062201,96369.667,0.242046659,1.834,1.396,14.05131607,0.231,0.133,0.104,0.079,0.058,0.045,0.037,0.036,0.038,0.037,0.053,0.149,0.07,0.257,0.185,0.112,0.088,0.287,55.96000001,9.960000004,0.822015725,,31.37,0.16966649
W292,903,618,0.684385382,978.073,1.08313732,106223.75,0.190346723,1.743,1.416,14.35694749,0.328,0.184,0.111,0.077,0.057,0.046,0.042,0.04,0.042,0.036,0.023,0.015,0.092,0.378,0.211,0.138,0.096,0.084,40.47,6.239999998,0.845811712,,42.52000002,0.210399257
W293,673,643,0.955423477,705.04,1.047607727,112815.083,0.260700059,1.834,1.416,14.11866309,0.267,0.133,0.094,0.068,0.05,0.042,0.041,0.042,0.047,0.052,0.052,0.113,0.064,0.275,0.179,0.124,0.105,0.253,59.40999998,10.46,0.823935364,,51.41000001,0.208955224
W294,589,899,1.526315789,927.616,1.57489983,49711.917,0.09388269,1.606,1.293,13.75098795,0.431,0.197,0.137,0.088,0.06,0.032,0.017,0.011,0.007,0.005,0.004,0.012,0.114,0.49,0.215,0.12,0.042,0.019,21.42,3.710000001,0.826797386,,46.00000001,0.177984275
W295,641,516,0.8049922,609.667,0.951118565,73760.083,0.22300452,1.791,1.358,13.9361374,0.247,0.141,0.099,0.086,0.074,0.058,0.042,0.038,0.039,0.045,0.057,0.074,0.075,0.276,0.206,0.15,0.091,0.202,28.97000001,5.490000003,0.810493614,,34.23000001,0.154188288
W296,726,732,1.008264463,774.823,1.067249311,103145.417,0.194089586,1.801,1.397,14.25249102,0.253,0.12,0.099,0.084,0.068,0.061,0.057,0.052,0.048,0.055,0.058,0.045,0.068,0.259,0.189,0.179,0.133,0.173,53.89,9.549999995,0.822787159,,48.94999997,0.176064636
W298,644,638,0.99068323,730.603,1.134476708,100818.75,0.245377514,1.818,1.397,13.99539442,0.259,0.146,0.095,0.069,0.054,0.044,0.04,0.041,0.038,0.039,0.047,0.13,0.075,0.28,0.184,0.124,0.095,0.242,51.23,9.61,0.812414601,,17.71,0.173202614
W299,699,788,1.12732475,946.857,1.354587983,129558.167,0.235213044,1.795,1.43,14.43012923,0.323,0.166,0.093,0.06,0.042,0.034,0.034,0.033,0.036,0.043,0.057,0.079,0.079,0.337,0.171,0.103,0.095,0.214,54.03000001,10.41,0.807329261,,23.48,0.189506386
W300,553,830,1.500904159,894.26,1.617106691,43108.25,0.093919802,1.6,1.283,13.58575719,0.394,0.206,0.127,0.093,0.06,0.036,0.026,0.018,0.012,0.007,0.005,0.015,0.123,0.436,0.263,0.106,0.048,0.024,18.26999999,3.14,0.828133552,,44.34000001,0.177212841
W301,885,643,0.726553672,827.996,0.935588701,151711,0.266601647,1.832,1.456,14.38327213,0.25,0.137,0.095,0.075,0.059,0.048,0.039,0.035,0.037,0.041,0.061,0.123,0.063,0.279,0.192,0.125,0.091,0.251,89.79999997,17.68,0.80311804,,41.62,0.187585399
W302,864,703,0.813657407,916.577,1.060853009,85246.417,0.140348271,1.687,1.375,14.25257171,0.378,0.181,0.116,0.083,0.058,0.046,0.041,0.034,0.027,0.017,0.01,0.01,0.102,0.396,0.247,0.133,0.069,0.054,34.25000001,6.05,0.823357664,,43.62,0.192670739
W303,672,994,1.479166667,1068.305,1.589739583,95003.083,0.142226997,1.722,1.385,14.11599897,0.365,0.169,0.095,0.068,0.061,0.061,0.054,0.048,0.04,0.02,0.008,0.011,0.071,0.383,0.214,0.175,0.109,0.047,37.65999999,6.840000003,0.818374934,,15.12999999,0.171866448
W304,432,594,1.375,648.895,1.502071759,29854.917,0.116344451,1.645,1.232,13.23580872,0.38,0.154,0.122,0.084,0.055,0.047,0.041,0.036,0.03,0.02,0.009,0.023,0.115,0.354,0.23,0.157,0.091,0.053,10.48,1.9,0.81870229,,72.11999998,0.19688196
W305,570,883,1.549122807,984.393,1.727005263,65814.167,0.130762685,1.669,1.338,13.94491111,0.349,0.19,0.123,0.089,0.073,0.059,0.042,0.026,0.015,0.01,0.008,0.017,0.099,0.402,0.258,0.151,0.053,0.036,32.57999999,6.809999999,0.790976059,,28.20000001,0.176642336
W306,632,755,1.194620253,804.635,1.273156646,100215.917,0.210025813,1.8,1.397,14.23682069,0.307,0.14,0.101,0.079,0.06,0.05,0.043,0.038,0.035,0.034,0.043,0.071,0.087,0.297,0.205,0.135,0.096,0.178,55.73000002,9.089999998,0.836892159,,30.81999999,0.181625066
W307,595,630,1.058823529,684.246,1.149993277,76636.75,0.204446445,1.777,1.361,13.92681577,0.277,0.147,0.103,0.077,0.056,0.046,0.042,0.046,0.046,0.047,0.049,0.065,0.066,0.306,0.216,0.131,0.101,0.18,25.07,4.889999998,0.804946151,,8.580000001,0.18129771
W308,699,761,1.08869814,785.29,1.123447783,79095.083,0.148692017,1.782,1.361,14.02071632,0.329,0.158,0.103,0.063,0.045,0.036,0.033,0.029,0.029,0.041,0.056,0.079,0.089,0.328,0.179,0.107,0.091,0.206,36.12000002,6.940000003,0.80786268,,25.77,0.209023941
W309,782,654,0.836317136,767.068,0.980905371,152595.333,0.298371096,1.847,1.459,14.45251587,0.228,0.123,0.089,0.072,0.067,0.058,0.052,0.045,0.039,0.042,0.054,0.13,0.063,0.234,0.188,0.136,0.102,0.278,84.46000004,15.27,0.819204357,,46.64000003,0.163107841
W310,750,662,0.882666667,703.177,0.937569333,112041.5,0.225662638,1.805,1.413,14.20330846,0.327,0.156,0.09,0.063,0.049,0.043,0.035,0.026,0.023,0.029,0.047,0.111,0.079,0.33,0.178,0.109,0.072,0.232,56.11999999,10.57,0.811653599,,20.18,0.195053849
W311,696,713,1.024425287,743.022,1.067560345,98917.75,0.199331282,1.808,1.393,14.08798337,0.288,0.154,0.093,0.071,0.051,0.044,0.041,0.04,0.038,0.045,0.062,0.074,0.071,0.291,0.2,0.127,0.102,0.209,56.20000001,10.2,0.818505338,,29.18000001,0.19213732
W312,665,741,1.114285714,837.556,1.259482707,135678,0.275340172,1.838,1.434,14.35306302,0.27,0.125,0.092,0.066,0.05,0.041,0.039,0.036,0.038,0.046,0.066,0.13,0.067,0.274,0.169,0.118,0.092,0.28,81.02999996,14.57,0.820190053,,69.19000005,0.180795643
W313,692,748,1.080924855,808.042,1.167690751,96787.333,0.186986749,1.79,1.388,14.28370803,0.321,0.133,0.087,0.074,0.056,0.044,0.042,0.04,0.039,0.038,0.048,0.077,0.083,0.298,0.192,0.119,0.111,0.196,38.71000002,7.769999997,0.799276673,,45.54999999,0.188346401
W314,647,806,1.245749614,870.667,1.345698609,114736.5,0.220020058,1.802,1.412,14.23323889,0.265,0.154,0.106,0.077,0.064,0.05,0.042,0.038,0.038,0.045,0.055,0.066,0.068,0.294,0.189,0.129,0.103,0.217,48.17000002,8.96,0.813992111,,46.00000001,0.181494662
W315,642,651,1.014018692,753.52,1.173707165,111395.667,0.266533794,1.822,1.407,14.19190318,0.24,0.131,0.091,0.072,0.063,0.055,0.048,0.043,0.042,0.049,0.059,0.107,0.066,0.275,0.18,0.136,0.106,0.237,56.95999999,10.94,0.807935393,,66.45999996,0.179809947
W316,455,838,1.841758242,862.218,1.894984615,89451.667,0.234602709,1.806,1.374,14.01894176,0.246,0.121,0.083,0.061,0.061,0.052,0.045,0.044,0.046,0.052,0.073,0.116,0.072,0.233,0.172,0.153,0.11,0.26,43.4,8.41,0.806221198,,30.94000002,0.200723327
W317,729,641,0.879286694,753.605,1.033751715,115982,0.248201862,1.824,1.42,14.19908355,0.246,0.147,0.095,0.073,0.054,0.045,0.041,0.041,0.043,0.045,0.064,0.106,0.067,0.259,0.186,0.126,0.109,0.252,54.92999998,9.940000003,0.819042417,,39.21000002,0.186007889
W318,1178,888,0.753820034,1121.674074,0.952185122,242907.083,0.232210537,1.792,1.514,14.96008685,0.319,0.159,0.105,0.073,0.054,0.044,0.04,0.038,0.037,0.039,0.041,0.051,0.072,0.337,0.195,0.126,0.108,0.162,111.01,19.81000001,0.821547608,,46.01999999,0.192064607
W320,599,701,1.170283806,828.786,1.383616027,75532.833,0.179883336,1.747,1.36,14.06271283,0.327,0.173,0.11,0.073,0.052,0.035,0.032,0.039,0.045,0.049,0.038,0.026,0.097,0.334,0.192,0.139,0.113,0.124,33.89000001,5.600000001,0.834759516,,34.99,0.193778802
W321,679,616,0.907216495,834.765,1.229403535,88226.917,0.210935957,1.75,1.388,14.11108317,0.337,0.172,0.109,0.072,0.053,0.042,0.039,0.035,0.034,0.036,0.037,0.033,0.085,0.358,0.205,0.136,0.094,0.121,36.74000001,6.660000003,0.818726184,,44.98999998,0.180957583
W322,908,913,1.005506608,1025.275,1.129157489,89272.833,0.107686854,1.677,1.376,14.09386659,0.432,0.163,0.106,0.085,0.073,0.05,0.036,0.024,0.015,0.006,0.003,0.006,0.094,0.431,0.222,0.16,0.071,0.022,41.26000001,7.490000004,0.81846825,,91.19999996,0.178452392
W323,638,741,1.161442006,831.9,1.303918495,64967.167,0.137421613,1.725,1.334,13.98128351,0.379,0.167,0.099,0.066,0.051,0.042,0.03,0.026,0.029,0.033,0.039,0.038,0.101,0.38,0.19,0.124,0.076,0.129,26.75999999,4.93,0.815769806,,28.29000001,0.165240484
W325,693,552,0.796536797,682.654,0.985070707,60446.417,0.158014976,1.737,1.333,13.92690963,0.349,0.167,0.098,0.065,0.05,0.044,0.042,0.037,0.034,0.037,0.041,0.038,0.1,0.337,0.201,0.13,0.106,0.127,23.06,4.479999998,0.805724198,,30.08,0.181273816
W327,663,642,0.968325792,742.194,1.119447964,74764.917,0.175650463,1.757,1.354,13.75863319,0.342,0.137,0.087,0.075,0.057,0.049,0.051,0.057,0.056,0.047,0.026,0.016,0.08,0.327,0.193,0.155,0.149,0.096,35.98000002,7.380000003,0.794886048,,33.77000001,0.18153175
W328,674,743,1.102373887,898.118,1.332519288,82278.083,0.164299202,1.745,1.366,14.17428952,0.323,0.131,0.095,0.078,0.059,0.055,0.055,0.055,0.052,0.039,0.03,0.029,0.08,0.289,0.216,0.163,0.124,0.128,28.58000001,5.319999998,0.813855843,,21.82999999,0.184230194
W329,488,841,1.723360656,914.09,1.873135246,51872.917,0.126393533,1.655,1.306,13.84095118,0.336,0.179,0.128,0.092,0.073,0.059,0.048,0.036,0.021,0.01,0.005,0.012,0.109,0.397,0.256,0.127,0.056,0.054,18.72,3.439999999,0.816239316,,18.58000001,0.194275802
